Name,Team,Position,,Price,Prediction,My Prediction,Final Predict,DO NOT FILTER
Sam Docherty,Carlton,['Defender'],Defender,511300,106.0973952,-1,0,
Sam Draper,Essendon,['Ruck'],Ruck,123900,64.61538462,,64.61538462,
Sam Durdin,North Melbourne,['Defender'],Defender,202300,49.875,,49.875,
Sam Frost,Melbourne,['Defender'],Defender,331700,58.61580381,,58.61580381,
Sam Gray,Port Adelaide,['Forward'],Forward,380600,75.62556664,,75.62556664,
Sam Hayes,Port Adelaide,['Ruck'],Ruck,123900,23.82692308,,23.82692308,
Sam Jacobs,Adelaide,['Ruck'],Ruck,455700,90.98479087,98,96.24619772,
Sam Lloyd,Western Bulldogs,['Midfield'],Midfield,386000,66.8079096,,66.8079096,
Sam Mayes,Port Adelaide,['Defender'],Defender,274400,70.34183397,,70.34183397,
Sam Menegola,Geelong,"['Midfield', 'Forward']","Midfield, Forward",543100,99.90192644,100,99.97548161,
Sam Naismith,Sydney,['Ruck'],Ruck,251400,66.98969072,,66.98969072,
Sam Petrevski-Seton,Carlton,['Forward'],Forward,364900,67,,67,
Sam Powell-Pepper,Port Adelaide,['Midfield'],Midfield,425800,70.51636364,,70.51636364,
Sam Reid,Sydney,['Forward'],Forward,395200,74.9137931,,74.9137931,
Sam Reid,GWS,['Forward'],Forward,395200,51.4056302,,51.4056302,
Sam Simpson,Geelong,['Midfield'],Midfield,152000,39.39534884,,39.39534884,
Sam Skinner,Brisbane,['Defender'],Defender,168300,62,,62,
Sam Sturt,Fremantle,['Forward'],Forward,135300,26.01923077,,26.01923077,
Sam Switkowski,Fremantle,['Forward'],Forward,283100,74,,74,
Sam Taylor,GWS,['Defender'],Defender,268000,49,,49,
Sam Walsh,Carlton,['Midfield'],Midfield,207300,84.82866379,,84.82866379,
Sam Weideman,Melbourne,['Forward'],Forward,242900,42.12643678,,42.12643678,
Sam Wicks,Sydney,"['Midfield', 'Forward']","Midfield, Forward",102400,44.21052632,,44.21052632,
Samuel Collins,Gold Coast,['Defender'],Defender,188900,69.76,,69.76,
Samuel Murray,Collingwood,['Defender'],Defender,385000,70,,70,
Samuel Wright,North Melbourne,['Defender'],Defender,356200,67.90031153,,67.90031153,
Scott Jones,Fremantle,"['Forward', 'Ruck']","Forward, Ruck",279500,57,,57,
Scott Lycett,Port Adelaide,"['Forward', 'Ruck']","Forward, Ruck",441200,80.55485893,,80.55485893,
Scott Pendlebury,Collingwood,['Midfield'],Midfield,562000,109.7752443,106,106.9438111,
Scott Selwood,Geelong,['Midfield'],Midfield,382700,74.13456686,,74.13456686,
Scott Thompson,North Melbourne,['Defender'],Defender,419000,72.81145306,,72.81145306,
Sean Darcy,Fremantle,['Ruck'],Ruck,361500,76,,76,
Sean Lemmens,Gold Coast,['Forward'],Forward,221500,46.41008772,,46.41008772,
Sebastian Ross,St Kilda,['Midfield'],Midfield,558400,96.76586974,106,103.6914674,
Shai Bolton,Richmond,['Forward'],Forward,146600,42.09090909,,42.09090909,
Shane Edwards,Richmond,"['Midfield', 'Forward']","Midfield, Forward",470600,81.50715215,,81.50715215,
Shane Kersten,Fremantle,['Defender'],Defender,331100,55.80182232,,55.80182232,
Shane McAdam,Adelaide,['Forward'],Forward,123900,23.82692308,,23.82692308,
Shane Mumford,GWS,['Ruck'],Ruck,320200,101.4796152,90,92.8699038,
Shane Savage,St Kilda,['Defender'],Defender,481300,83.32518797,,83.32518797,
Shannon Hurn,West Coast,['Defender'],Defender,523400,87.11044553,95,93.02761138,
Shaun Atley,North Melbourne,['Forward'],Forward,364700,66.4456114,,66.4456114,
Shaun Burgoyne,Hawthorn,['Midfield'],Midfield,484200,88.72794724,90,89.68198681,
Shaun Grigg,Richmond,['Midfield'],Midfield,432700,86.58365759,82,83.1459144,
Shaun Higgins,North Melbourne,['Midfield'],Midfield,560200,94.84029371,103,100.9600734,
Shaun McKernan,Essendon,['Forward'],Forward,400600,71.51582649,,71.51582649,
Steele Sidebottom,Collingwood,['Midfield'],Midfield,551700,100.6600791,100,100.1650198,
Stefan Giro,Fremantle,['Forward'],Forward,269800,49,,49,
Stefan Martin,Brisbane,['Ruck'],Ruck,573700,100.2681992,106,104.5670498,
Stefan Okunbor,Geelong,"['Defender', 'Forward']","Defender, Forward",102400,19.69230769,,19.69230769,
Stephen Coniglio,GWS,['Midfield'],Midfield,588600,102.0732907,108,106.5183227,
Stephen Hill,Fremantle,['Defender'],Defender,389200,83.20296571,,83.20296571,
Steven May,Melbourne,['Defender'],Defender,443500,81.81547064,,81.81547064,
Steven Motlop,Port Adelaide,"['Midfield', 'Forward']","Midfield, Forward",383900,77.25352113,,77.25352113,
Sydney Stack,Richmond,[''],,102400,19.69230769,,19.69230769,
Tarryn Thomas,North Melbourne,['Midfield'],Midfield,175800,29.91752149,,29.91752149,
Taylin Duman,Fremantle,['Defender'],Defender,381100,70,,70,
Taylor Adams,Collingwood,['Midfield'],Midfield,523100,100.0411919,100,100.010298,
Taylor Duryea,Western Bulldogs,['Defender'],Defender,340000,66.76762896,,66.76762896,
Taylor Garner,North Melbourne,['Forward'],Forward,254600,62.29977117,,62.29977117,
Taylor Walker,Adelaide,['Forward'],Forward,343500,78.4691358,,78.4691358,
Teia Miles,Hawthorn,['Defender'],Defender,343400,57.82608696,,57.82608696,
Thomas Berry,Brisbane,['Midfield'],Midfield,117300,19.44444444,,19.44444444,
Thomas Boyd,Western Bulldogs,"['Forward', 'Ruck']","Forward, Ruck",364200,59.55196146,,59.55196146,
Thomas Jonas,Port Adelaide,['Defender'],Defender,471100,72.72984856,,72.72984856,
Thomas Liberatore,Western Bulldogs,['Midfield'],Midfield,300400,81.26527051,100,95.31631763,
Thomas Murphy,North Melbourne,['Defender'],Defender,195400,40,,40,
Thomas Sheridan,GWS,['Midfield'],Midfield,382500,64.10436756,,64.10436756,
Thomas Stewart,Geelong,['Defender'],Defender,463000,77.28571429,,77.28571429,
Thomas Wilkinson,North Melbourne,['Forward'],Forward,102400,19.69230769,,19.69230769,
Tim Kelly,Geelong,"['Midfield', 'Forward']","Midfield, Forward",505800,93,96,95.25,
Tim Membrey,St Kilda,['Forward'],Forward,396300,72.54873646,,72.54873646,
Tim O'Brien,Hawthorn,['Forward'],Forward,275500,53.91061453,,53.91061453,
Tim Smith,Melbourne,['Forward'],Forward,310500,57,,57,
Tim Taranto,GWS,['Midfield'],Midfield,481600,80.66666667,92,89.16666667,
Timothy Broomhead,Collingwood,"['Midfield', 'Forward']","Midfield, Forward",242100,60.30548303,,60.30548303,
Timothy English,Western Bulldogs,['Ruck'],Ruck,310600,57.4,,57.4,
Timothy Mohr,Hawthorn,['Defender'],Defender,243200,47.17391304,,47.17391304,
Tobe Watson,Fremantle,"['Defender', 'Midfield']","Defender, Midfield",102400,19.69230769,,19.69230769,
Tobin Cox,Port Adelaide,"['Midfield', 'Forward']","Midfield, Forward",115900,22.28846154,,22.28846154,
Toby Bedford,Melbourne,"['Midfield', 'Forward']","Midfield, Forward",117300,22.55769231,,22.55769231,
Toby Greene,GWS,['Forward'],Forward,354600,87.21627409,95,93.05406852,
Toby McLean,Western Bulldogs,"['Midfield', 'Forward']","Midfield, Forward",514000,85.53034166,94,91.88258542,
Toby Nankervis,Richmond,['Ruck'],Ruck,533000,88.78567553,95,93.44641888,
Toby Pink,Sydney,['Forward'],Forward,123900,20,,20,
Toby Wooller,Brisbane,['Forward'],Forward,123900,23.82692308,,23.82692308,
Todd Goldstein,North Melbourne,['Ruck'],Ruck,548000,104.8860165,105,104.9715041,
Todd Marshall,Port Adelaide,['Forward'],Forward,281300,55.6,,55.6,
Tom Atkins,Geelong,['Midfield'],Midfield,112900,69.97898867,,69.97898867,
Tom Barrass,West Coast,['Defender'],Defender,395600,70.39301875,,70.39301875,
Tom Bellchambers,Essendon,['Ruck'],Ruck,505700,84.18208955,90,88.54552239,
Tom Campbell,North Melbourne,['Ruck'],Ruck,264400,69.89465154,,69.89465154,
Tom Clurey,Port Adelaide,['Defender'],Defender,350300,58.95777549,,58.95777549,
Tom Cole,West Coast,['Defender'],Defender,339900,57.23144105,,57.23144105,
Tom Cutler,Brisbane,['Midfield'],Midfield,439700,73.65168539,,73.65168539,
Tom De Koning,Carlton,"['Forward', 'Ruck']","Forward, Ruck",171500,39,,39,
Tom Doedee,Adelaide,['Defender'],Defender,446200,82,,82,
Tom Fullarton,Brisbane,[''],,102400,19.69230769,,19.69230769,
Tom Hawkins,Geelong,['Forward'],Forward,552900,89.35552815,94,92.83888204,
Tom Hickey,West Coast,['Ruck'],Ruck,485600,82.33898305,,82.33898305,
Tom Jok,Essendon,['Midfield'],Midfield,117400,26.10169492,,26.10169492,
Tom Joyce,Brisbane,['Midfield'],Midfield,117300,22.55769231,,22.55769231,
Tom Langdon,Collingwood,['Defender'],Defender,416600,80.04057971,,80.04057971,
Tom Lynch,Richmond,['Forward'],Forward,436800,86.59923114,94,92.14980778,
Tom Lynch,Adelaide,['Forward'],Forward,436800,84.59631491,83,83.39907873,
Tom McCartin,Sydney,['Forward'],Forward,274100,50,,50,
Tom McDonald,Melbourne,['Forward'],Forward,529800,90.68794892,95,93.92198723,
Tom McKenzie,North Melbourne,"['Defender', 'Midfield']","Defender, Midfield",114400,22,,22,
Tom Mitchell,Hawthorn,['Midfield'],Midfield,700800,116.342287,-1,0,
Tom Nicholls,Gold Coast,['Ruck'],Ruck,224000,81.58333333,,81.58333333,
Tom North,Fremantle,['Midfield'],Midfield,123900,23.82692308,,23.82692308,
Tom Papley,Sydney,['Forward'],Forward,383400,72.16322089,,72.16322089,
Tom Phillips,Collingwood,['Midfield'],Midfield,489100,81.86531585,,81.86531585,
Tom Rockliff,Port Adelaide,['Midfield'],Midfield,405900,93.67759563,105,102.1693989,
Tom Scully,Hawthorn,['Midfield'],Midfield,334900,88.82264587,84,85.20566147,
Tom Sparrow,Melbourne,['Midfield'],Midfield,117300,20.58823529,,20.58823529,
Tom Williamson,Carlton,['Defender'],Defender,189500,49,,49,
Tomas Bugg,Carlton,['Midfield'],Midfield,272100,65.0015456,,65.0015456,
Tory Dickson,Western Bulldogs,['Forward'],Forward,263300,60.27105763,,60.27105763,
Touk Miller,Gold Coast,['Midfield'],Midfield,482400,80.06022187,,80.06022187,
Travis Boak,Port Adelaide,['Forward'],Forward,478000,89.6783976,93,92.1695994,
Travis Colyer,Fremantle,"['Midfield', 'Forward']","Midfield, Forward",282300,63.2223626,,63.2223626,
Travis Varcoe,Collingwood,['Forward'],Forward,332800,64.19825708,,64.19825708,
Trent Cotchin,Richmond,['Midfield'],Midfield,486900,96.38431373,96,96.09607843,
Trent Dumont,North Melbourne,['Midfield'],Midfield,452800,76.26577248,,76.26577248,
Trent McKenzie,Port Adelaide,['Defender'],Defender,260600,57.30087391,,57.30087391,
Trent Mynott,Essendon,['Midfield'],Midfield,123900,23.82692308,,23.82692308,
Tristan Xerri,North Melbourne,"['Forward', 'Ruck']","Forward, Ruck",123900,23.82692308,,23.82692308,
Tyler Brown,Collingwood,['Defender'],Defender,123900,48.28895255,,48.28895255,
Tyson Goldsack,Collingwood,['Defender'],Defender,257400,67.1380597,,67.1380597,
Tyson Stengle,Adelaide,['Forward'],Forward,123900,38,,38,
Wayne Milera,Adelaide,['Defender'],Defender,433100,67.32124352,,67.32124352,
Wil Powell,Gold Coast,['Forward'],Forward,211500,43,,43,
Will Brodie,Gold Coast,['Midfield'],Midfield,369800,61.57647059,,61.57647059,
Will Golds,Hawthorn,['Midfield'],Midfield,102400,66.5,,66.5,
Will Hamill,Adelaide,['Defender'],Defender,117300,22.55769231,,22.55769231,
Will Hayes,Western Bulldogs,['Midfield'],Midfield,117300,46.59264509,,46.59264509,
Will Hayward,Sydney,['Forward'],Forward,325200,54.56271186,,54.56271186,
Will Hoskin-Elliott,Collingwood,['Forward'],Forward,380200,70.47455867,,70.47455867,
Will Kelly,Collingwood,['Defender'],Defender,117300,22.55769231,,22.55769231,
Will Schofield,West Coast,['Defender'],Defender,253500,49.33215548,,49.33215548,
Will Setterfield,Carlton,"['Midfield', 'Forward']","Midfield, Forward",144900,44,,44,
Will Walker,North Melbourne,['Forward'],Forward,199100,40,,40,
Willem Drew,Port Adelaide,"['Midfield', 'Forward']","Midfield, Forward",123900,70.84614836,,70.84614836,
Willie Rioli,West Coast,['Forward'],Forward,318700,58,,58,
Wylie Buzza,Geelong,['Forward'],Forward,213300,48.72727273,,48.72727273,
Xavier Duursma,Port Adelaide,"['Defender', 'Midfield']","Defender, Midfield",130800,68.83626284,,68.83626284,
Xavier O'Halloran,GWS,['Midfield'],Midfield,117300,22.55769231,,22.55769231,
Xavier O'Neill,West Coast,['Midfield'],Midfield,117300,22.55769231,,22.55769231,
Zac Bailey,Brisbane,"['Midfield', 'Forward']","Midfield, Forward",275900,50,,50,
Zac Fisher,Carlton,"['Midfield', 'Forward']","Midfield, Forward",392800,60.33333333,,60.33333333,
Zac Foot,Sydney,['Forward'],Forward,117300,22.55769231,,22.55769231,
Zac Langdon,GWS,['Forward'],Forward,303100,55,,55,
Zac Smith,Geelong,['Ruck'],Ruck,330600,82.03209243,,82.03209243,
Zach Guthrie,Geelong,['Defender'],Defender,203800,40.06666667,,40.06666667,
Zach Tuohy,Geelong,['Defender'],Defender,460400,83.64227642,,83.64227642,
Zachary Clarke,Essendon,['Ruck'],Ruck,142600,63.53961635,,63.53961635,
Zachary Merrett,Essendon,['Midfield'],Midfield,544800,103.621548,110,108.405387,
Zachary Sproule,GWS,"['Midfield', 'Forward']","Midfield, Forward",123900,23.82692308,,23.82692308,
Zachary Williams,GWS,['Defender'],Defender,407800,87.29333333,103,99.07333333,
Zaine Cordy,Western Bulldogs,['Defender'],Defender,328400,59.41214058,,59.41214058,
Zak Butters,Port Adelaide,['Midfield'],Midfield,157800,82.64418115,,82.64418115,
Zak Jones,Sydney,['Defender'],Defender,432200,73.16082881,,73.16082881,
